gate_id,floor_sens_max,residual_ess_min,floor_share_max,max_weight_share_max,score_tail_max,veto_floor_sens_max,veto_floor_share_min,veto_residual_ess_max,veto_score_tail_min,dataset,method,reps,ref_mse,current_mse,gated_mse,current_gain,gated_gain,gated_gain_ci_low,gated_gain_ci_high,gated_minus_current_gain,current_activation,gated_activation,gamma_change_rate,current_gate_pass_rate,current_harm_rate,gated_harm_rate,mean_current_max_ratio,mean_current_ess_share,mean_allowed_count,significance_class
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Kang-Schafer,ma_dr_bc,768,31.454083030420282,27.376840266459222,27.376840266459222,0.12962523053105135,0.12962523053105135,nan,nan,0.0,0.6432291666666666,0.6432291666666666,0.0,1.0,0.23307291666666666,0.23307291666666666,8.237262685589878,0.07852925356309387,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Kang-Schafer,tmle,768,6.70700976653455,8.141866885435547,8.135487409933626,-0.21393395400441984,-0.21298278862312703,nan,nan,0.0009511653812928067,0.5989583333333334,0.5872395833333334,0.01171875,0.9817708333333334,0.33203125,0.3255208333333333,9.041010171956886,0.07852925356309387,3.9453125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.0036299034485223116,0.003451267779156386,0.003451267779156386,nan,nan,0.0,0.0234375,0.0234375,0.0,0.9947916666666666,0.010416666666666666,0.010416666666666666,19.638120011367942,0.015985156202141037,3.984375,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.334845950745683,0.20476693387866443,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064519392455177705,0.1650933862333832,0.1650933862333832,nan,nan,0.0,0.5677083333333334,0.5677083333333334,0.0,1.0,0.22395833333333334,0.22395833333333334,13.902067101953895,0.15937304481809061,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019000458248722846,0.0009721366059509684,0.0009721366059509684,nan,nan,0.0,0.0234375,0.0234375,0.0,1.0,0.0078125,0.0078125,17.85563155774383,0.015985156202141037,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_12,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,12.0,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030768336018520185,-0.0028680756755967707,-0.0028680756755967707,nan,nan,0.0,0.018229166666666668,0.018229166666666668,0.0,0.9192708333333334,0.010416666666666666,0.010416666666666666,19.49327228421593,0.015985156202141037,3.7578125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005760255804294924,0.009409724608439252,0.009409724608439252,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,1.0,0.0390625,0.0390625,15.866103527899563,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.0045209843596300875,0.0007113441542999643,0.0007113441542999643,nan,nan,0.0,0.005208333333333333,0.005208333333333333,0.0,1.0,0.0026041666666666665,0.0026041666666666665,5.945768887632003,0.1858509813541124,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015685557871538493,0.006483382233295143,0.006483382233295143,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,1.0,0.033854166666666664,0.033854166666666664,16.012569013363677,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.0038339865753102263,-0.004685177809321317,-0.004685177809321317,nan,nan,0.0,0.0625,0.0625,0.0,1.0,0.0390625,0.0390625,15.797033037470923,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.004957127818158006,0.01770577049523847,0.01770577049523847,nan,nan,0.0,0.09375,0.09375,0.0,1.0,0.033854166666666664,0.033854166666666664,15.651046147909334,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.993079573562315,0.18606763704422316,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2017,ma_dr_bc,384,0.014999762473209282,0.014912186637744428,0.014912186637744428,0.005838481484041647,0.005838481484041647,nan,nan,0.0,0.09375,0.09375,0.0,1.0,0.044270833333333336,0.044270833333333336,15.7402362282389,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,ACIC 2017,tmle,384,0.0032939294584331783,0.0032529214182830586,0.0032529214182830586,0.01244958055951384,0.01244958055951384,nan,nan,0.0,0.06770833333333333,0.06770833333333333,0.0,1.0,0.018229166666666668,0.018229166666666668,15.659613662388475,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,IHDP,aipw,384,0.0038845977052279616,0.003737435525433159,0.003737435525433159,0.0378835058252619,0.0378835058252619,nan,nan,0.0,0.15104166666666666,0.15104166666666666,0.0,1.0,0.046875,0.046875,17.285684141002577,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,IHDP,ctmle,384,0.0038118062235042573,0.0038118062235042573,0.0038118062235042573,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.299049728061848,0.2441133970230878,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,IHDP,cui_selective_ml,384,0.004500250778252562,0.0044759395559262,0.0044759395559262,0.005402192794198513,0.005402192794198513,nan,nan,0.0,0.046875,0.046875,0.0,1.0,0.020833333333333332,0.020833333333333332,11.321537429332016,0.14387645699575843,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,IHDP,ma_dr_bc,384,0.013224335525527556,0.012781861376177532,0.012781861376177532,0.03345908370941553,0.03345908370941553,nan,nan,0.0,0.15104166666666666,0.15104166666666666,0.0,1.0,0.057291666666666664,0.057291666666666664,16.800446031749043,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,IHDP,tmle,384,0.002728142693305145,0.002642150464355123,0.002642150464355123,0.031520429323966925,0.031520429323966925,nan,nan,0.0,0.13802083333333334,0.13802083333333334,0.0,1.0,0.046875,0.046875,17.13594056118575,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Kang-Schafer,aipw,768,39.41190360268754,29.34983332444519,29.34983332444519,0.2553053610319955,0.2553053610319955,nan,nan,0.0,0.6432291666666666,0.6432291666666666,0.0,1.0,0.23697916666666666,0.23697916666666666,9.122047126067793,0.07852925356309387,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Kang-Schafer,ctmle,768,8.160419211359553,7.373208045760393,7.373208045760393,0.09646700067851155,0.09646700067851155,nan,nan,0.0,0.7942708333333334,0.7942708333333334,0.0,1.0,0.25390625,0.25390625,3.6986592951035626,0.2598806904778527,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Kang-Schafer,cui_selective_ml,768,6.433616892014606,5.334175499619669,5.334175499619669,0.17089009352726015,0.17089009352726015,nan,nan,0.0,0.4830729166666667,0.4830729166666667,0.0,1.0,0.18880208333333334,0.18880208333333334,5.095522453389308,0.09991421071261498,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Kang-Schafer,ma_dr_bc,768,31.454083030420282,27.376840266459222,27.376840266459222,0.12962523053105135,0.12962523053105135,nan,nan,0.0,0.6432291666666666,0.6432291666666666,0.0,1.0,0.23307291666666666,0.23307291666666666,8.237262685589878,0.07852925356309387,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Kang-Schafer,tmle,768,6.70700976653455,8.141866885435547,8.139143489690698,-0.21393395400441984,-0.21352790185306647,nan,nan,0.00040605215135336437,0.5989583333333334,0.59765625,0.0013020833333333333,0.99609375,0.33203125,0.3307291666666667,9.041010171956886,0.07852925356309387,3.98828125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.0036299034485223116,0.003451267779156386,0.003451267779156386,nan,nan,0.0,0.0234375,0.0234375,0.0,0.9947916666666666,0.010416666666666666,0.010416666666666666,19.638120011367942,0.015985156202141037,3.984375,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.334845950745683,0.20476693387866443,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064519392455177705,0.1650933862333832,0.1650933862333832,nan,nan,0.0,0.5677083333333334,0.5677083333333334,0.0,1.0,0.22395833333333334,0.22395833333333334,13.902067101953895,0.15937304481809061,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019000458248722846,0.0009721366059509684,0.0009721366059509684,nan,nan,0.0,0.0234375,0.0234375,0.0,1.0,0.0078125,0.0078125,17.85563155774383,0.015985156202141037,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_14,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,14.0,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030768336018520185,-0.0028680756755967707,-0.0028680756755967707,nan,nan,0.0,0.018229166666666668,0.018229166666666668,0.0,0.9192708333333334,0.010416666666666666,0.010416666666666666,19.49327228421593,0.015985156202141037,3.7578125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005760255804294924,0.009409724608439252,0.009409724608439252,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,1.0,0.0390625,0.0390625,15.866103527899563,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.0045209843596300875,0.0007113441542999643,0.0007113441542999643,nan,nan,0.0,0.005208333333333333,0.005208333333333333,0.0,1.0,0.0026041666666666665,0.0026041666666666665,5.945768887632003,0.1858509813541124,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015685557871538493,0.006483382233295143,0.006483382233295143,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,1.0,0.033854166666666664,0.033854166666666664,16.012569013363677,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.0038339865753102263,-0.004685177809321317,-0.004685177809321317,nan,nan,0.0,0.0625,0.0625,0.0,1.0,0.0390625,0.0390625,15.797033037470923,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.004957127818158006,0.01770577049523847,0.01770577049523847,nan,nan,0.0,0.09375,0.09375,0.0,1.0,0.033854166666666664,0.033854166666666664,15.651046147909334,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.9973958333333334,0.0,0.0,5.993079573562315,0.18606763704422316,3.9921875,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2017,ma_dr_bc,384,0.014999762473209282,0.014912186637744428,0.014912186637744428,0.005838481484041647,0.005838481484041647,nan,nan,0.0,0.09375,0.09375,0.0,1.0,0.044270833333333336,0.044270833333333336,15.7402362282389,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,ACIC 2017,tmle,384,0.0032939294584331783,0.0032529214182830586,0.0032529214182830586,0.01244958055951384,0.01244958055951384,nan,nan,0.0,0.06770833333333333,0.06770833333333333,0.0,1.0,0.018229166666666668,0.018229166666666668,15.659613662388475,0.0337702210412875,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,IHDP,aipw,384,0.0038845977052279616,0.003737435525433159,0.003737435525433159,0.0378835058252619,0.0378835058252619,nan,nan,0.0,0.15104166666666666,0.15104166666666666,0.0,1.0,0.046875,0.046875,17.285684141002577,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,IHDP,ctmle,384,0.0038118062235042573,0.0038118062235042573,0.0038118062235042573,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.299049728061848,0.2441133970230878,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,IHDP,cui_selective_ml,384,0.004500250778252562,0.0044759395559262,0.0044759395559262,0.005402192794198513,0.005402192794198513,nan,nan,0.0,0.046875,0.046875,0.0,1.0,0.020833333333333332,0.020833333333333332,11.321537429332016,0.14387645699575843,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,IHDP,ma_dr_bc,384,0.013224335525527556,0.012781861376177532,0.012781861376177532,0.03345908370941553,0.03345908370941553,nan,nan,0.0,0.15104166666666666,0.15104166666666666,0.0,1.0,0.057291666666666664,0.057291666666666664,16.800446031749043,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,IHDP,tmle,384,0.002728142693305145,0.002642150464355123,0.002642150464355123,0.031520429323966925,0.031520429323966925,nan,nan,0.0,0.13802083333333334,0.13802083333333334,0.0,1.0,0.046875,0.046875,17.13594056118575,0.023213380203173043,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Kang-Schafer,aipw,768,39.41190360268754,29.34983332444519,29.34069447953222,0.2553053610319955,0.2555372413543747,nan,nan,0.00023188032237919654,0.6432291666666666,0.640625,0.0026041666666666665,0.9973958333333334,0.23697916666666666,0.234375,9.122047126067793,0.07852925356309387,3.9921875,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Kang-Schafer,ctmle,768,8.160419211359553,7.373208045760393,7.373208045760393,0.09646700067851155,0.09646700067851155,nan,nan,0.0,0.7942708333333334,0.7942708333333334,0.0,1.0,0.25390625,0.25390625,3.6986592951035626,0.2598806904778527,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Kang-Schafer,cui_selective_ml,768,6.433616892014606,5.334175499619669,5.334175499619669,0.17089009352726015,0.17089009352726015,nan,nan,0.0,0.4830729166666667,0.4830729166666667,0.0,1.0,0.18880208333333334,0.18880208333333334,5.095522453389308,0.09991421071261498,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Kang-Schafer,ma_dr_bc,768,31.454083030420282,27.376840266459222,27.376840266459222,0.12962523053105135,0.12962523053105135,nan,nan,0.0,0.6432291666666666,0.6432291666666666,0.0,1.0,0.23307291666666666,0.23307291666666666,8.237262685589878,0.07852925356309387,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Kang-Schafer,tmle,768,6.70700976653455,8.141866885435547,7.5601523662390235,-0.21393395400441984,-0.12720163372376958,nan,nan,0.08673232028065025,0.5989583333333334,0.515625,0.08333333333333333,0.84765625,0.33203125,0.2838541666666667,9.041010171956886,0.07852925356309387,3.54296875,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.0036299034485223116,0.003451267779156386,0.003451267779156386,nan,nan,0.0,0.0234375,0.0234375,0.0,0.9947916666666666,0.010416666666666666,0.010416666666666666,19.638120011367942,0.015985156202141037,3.984375,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.9947916666666666,0.0,0.0,8.334845950745683,0.20476693387866443,3.984375,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064519392455177705,0.1650933862333832,0.1650933862333832,nan,nan,0.0,0.5677083333333334,0.5677083333333334,0.0,1.0,0.22395833333333334,0.22395833333333334,13.902067101953895,0.15937304481809061,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019000458248722846,0.0009721366059509684,0.0009721366059509684,nan,nan,0.0,0.0234375,0.0234375,0.0,1.0,0.0078125,0.0078125,17.85563155774383,0.015985156202141037,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.25,0.15,inf,8.0,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030768336018520185,-0.0028680756755967707,-0.0028680756755967707,nan,nan,0.0,0.018229166666666668,0.018229166666666668,0.0,0.9192708333333334,0.010416666666666666,0.010416666666666666,19.49327228421593,0.015985156202141037,3.7578125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005760255804294924,0.009409724608439252,0.009409724608439252,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,0.9973958333333334,0.0390625,0.0390625,15.866103527899563,0.03327769854876828,3.9921875,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.0045209843596300875,0.0007113441542999643,0.0007113441542999643,nan,nan,0.0,0.005208333333333333,0.005208333333333333,0.0,1.0,0.0026041666666666665,0.0026041666666666665,5.945768887632003,0.1858509813541124,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015685557871538493,0.006483382233295143,0.006483382233295143,nan,nan,0.0,0.08854166666666667,0.08854166666666667,0.0,1.0,0.033854166666666664,0.033854166666666664,16.012569013363677,0.03327769854876828,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.0038341695029527802,-0.004685177809321317,-0.004733113473016415,nan,nan,-4.793566369509783e-05,0.0625,0.049479166666666664,0.013020833333333334,0.8151041666666666,0.0390625,0.036458333333333336,15.797033037470923,0.03327769854876828,3.4453125,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.004957127818158006,0.01770577049523847,0.01770577049523847,nan,nan,0.0,0.09375,0.09375,0.0,0.9921875,0.033854166666666664,0.033854166666666664,15.651046147909334,0.0337702210412875,3.9765625,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.993079573562315,0.18606763704422316,4.0,crosses_zero
veto_stable_floor_sens_le_0.25_floor_share_ge_0.1_resid_ess_le_0.05,inf,0.0,1.0,1.0,inf,0.25,0.1,0.05,-inf,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
